dataset,num_permutations,grn1_id,grn2_id,mode,alpha,num_clusters,metric,score
cd8+_tcells,3000,1,7,raw,0.01,100,recall,0.6773879142300195
cd8+_tcells,3000,1,7,raw,0.01,100,f1,0.6655494373952597
cd8+_tcells,3000,1,7,raw,0.05,100,precision,0.8063843648208469
cd8+_tcells,3000,1,7,raw,0.05,100,recall,0.8276277079433003
cd8+_tcells,3000,1,7,raw,0.05,100,f1,0.8168679469411998
cd8+_tcells,3000,1,7,bh,-1.0,100,mae,0.023569381934446933
cd8+_tcells,3000,1,7,bh,0.01,100,precision,0.0
cd8+_tcells,3000,1,7,bh,0.01,100,recall,0.0
cd8+_tcells,3000,1,7,bh,0.01,100,f1,0.0
cd8+_tcells,3000,1,7,bh,0.05,100,precision,0.0
cd8+_tcells,3000,1,7,bh,0.05,100,recall,0.0
cd8+_tcells,3000,1,7,bh,0.05,100,f1,0.0
cd8+_tcells,3000,1,8,raw,-1.0,100,mae,0.04810514074755808
cd8+_tcells,3000,1,8,raw,0.01,100,precision,0.6282352941176471
cd8+_tcells,3000,1,8,raw,0.01,100,recall,0.6118240146654446
cd8+_tcells,3000,1,8,raw,0.01,100,f1,0.6199210587415834
cd8+_tcells,3000,1,8,raw,0.05,100,precision,0.7960912052117264
cd8+_tcells,3000,1,8,raw,0.05,100,recall,0.788896061975468
cd8+_tcells,3000,1,8,raw,0.05,100,f1,0.7924773022049286
cd8+_tcells,3000,1,8,bh,-1.0,100,mae,0.025454793753613154
cd8+_tcells,3000,1,8,bh,0.01,100,precision,0.0
cd8+_tcells,3000,1,8,bh,0.01,100,recall,0.0
cd8+_tcells,3000,1,8,bh,0.01,100,f1,0.0
cd8+_tcells,3000,1,8,bh,0.05,100,precision,0.0
cd8+_tcells,3000,1,8,bh,0.05,100,recall,0.0
cd8+_tcells,3000,1,8,bh,0.05,100,f1,0.0
cd8+_tcells,3000,1,9,raw,-1.0,100,mae,0.05061296118340841
cd8+_tcells,3000,1,9,raw,0.01,100,precision,0.6164705882352941
cd8+_tcells,3000,1,9,raw,0.01,100,recall,0.6337687469762942
cd8+_tcells,3000,1,9,raw,0.01,100,f1,0.625
cd8+_tcells,3000,1,9,raw,0.05,100,precision,0.7886644951140065
cd8+_tcells,3000,1,9,raw,0.05,100,recall,0.7923812017279749
cd8+_tcells,3000,1,9,raw,0.05,100,f1,0.7905184798223848
cd8+_tcells,3000,1,9,bh,-1.0,100,mae,0.02636979339602586
cd8+_tcells,3000,1,9,bh,0.01,100,precision,0.0
cd8+_tcells,3000,1,9,bh,0.01,100,recall,0.0
cd8+_tcells,3000,1,9,bh,0.01,100,f1,0.0
cd8+_tcells,3000,1,9,bh,0.05,100,precision,0.0
cd8+_tcells,3000,1,9,bh,0.05,100,recall,0.0
cd8+_tcells,3000,1,9,bh,0.05,100,f1,0.0
cd8+_tcells,3000,2,3,raw,-1.0,100,mae,0.04463935905419708
cd8+_tcells,3000,2,3,raw,0.01,100,precision,0.6591018831482376
cd8+_tcells,3000,2,3,raw,0.01,100,recall,0.7072538860103627
cd8+_tcells,3000,2,3,raw,0.01,100,f1,0.6823294176455886
cd8+_tcells,3000,2,3,raw,0.05,100,precision,0.8132115435530844
cd8+_tcells,3000,2,3,raw,0.05,100,recall,0.836692999182784
cd8+_tcells,3000,2,3,raw,0.05,100,f1,0.8247851772287863
cd8+_tcells,3000,2,3,bh,-1.0,100,mae,0.024284403774841562
cd8+_tcells,3000,2,3,bh,0.01,100,precision,0.0
cd8+_tcells,3000,2,3,bh,0.01,100,recall,0.0
cd8+_tcells,3000,2,3,bh,0.01,100,f1,0.0
cd8+_tcells,3000,2,3,bh,0.05,100,precision,0.0
cd8+_tcells,3000,2,3,bh,0.05,100,recall,0.0
cd8+_tcells,3000,2,3,bh,0.05,100,f1,0.0
cd8+_tcells,3000,2,4,raw,-1.0,100,mae,0.04631889044357501
cd8+_tcells,3000,2,4,raw,0.01,100,precision,0.6755190729116369
cd8+_tcells,3000,2,4,raw,0.01,100,recall,0.6364877161055505
cd8+_tcells,3000,2,4,raw,0.01,100,f1,0.6554228156476927
cd8+_tcells,3000,2,4,raw,0.05,100,precision,0.8105639396346307
cd8+_tcells,3000,2,4,raw,0.05,100,recall,0.7957115009746588
cd8+_tcells,3000,2,4,raw,0.05,100,f1,0.80306905370844
cd8+_tcells,3000,2,4,bh,-1.0,100,mae,0.024064007440945702
cd8+_tcells,3000,2,4,bh,0.01,100,precision,0.0
cd8+_tcells,3000,2,4,bh,0.01,100,recall,0.0
cd8+_tcells,3000,2,4,bh,0.01,100,f1,0.0
cd8+_tcells,3000,2,4,bh,0.05,100,precision,0.0
cd8+_tcells,3000,2,4,bh,0.05,100,recall,0.0
cd8+_tcells,3000,2,4,bh,0.05,100,f1,0.0
cd8+_tcells,3000,2,5,raw,-1.0,100,mae,0.04398624486233728
cd8+_tcells,3000,2,5,raw,0.01,100,precision,0.6774505070014486
cd8+_tcells,3000,2,5,raw,0.01,100,recall,0.6729016786570743
cd8+_tcells,3000,2,5,raw,0.01,100,f1,0.6751684311838306
cd8+_tcells,3000,2,5,raw,0.05,100,precision,0.8106963198305533
cd8+_tcells,3000,2,5,raw,0.05,100,recall,0.8183883469196847
cd8+_tcells,3000,2,5,raw,0.05,100,f1,0.8145241737048613
cd8+_tcells,3000,2,5,bh,-1.0,100,mae,0.02284024887628187
cd8+_tcells,3000,2,5,bh,0.01,100,precision,0.0
cd8+_tcells,3000,2,5,bh,0.01,100,recall,0.0
cd8+_tcells,3000,2,5,bh,0.01,100,f1,0.0
cd8+_tcells,3000,2,5,bh,0.05,100,precision,0.0
cd8+_tcells,3000,2,5,bh,0.05,100,recall,0.0
cd8+_tcells,3000,2,5,bh,0.05,100,f1,0.0
cd8+_tcells,3000,2,6,raw,-1.0,100,mae,0.043239100251964716
cd8+_tcells,3000,2,6,raw,0.01,100,precision,0.674553355866731
cd8+_tcells,3000,2,6,raw,0.01,100,recall,0.6964107676969092
cd8+_tcells,3000,2,6,raw,0.01,100,f1,0.6853078243806721
cd8+_tcells,3000,2,6,raw,0.05,100,precision,0.8265819433412761
cd8+_tcells,3000,2,6,raw,0.05,100,recall,0.8170635959172992
cd8+_tcells,3000,2,6,raw,0.05,100,f1,0.8217952092655962
cd8+_tcells,3000,2,6,bh,-1.0,100,mae,0.021774259359953273
cd8+_tcells,3000,2,6,bh,0.01,100,precision,0.0
cd8+_tcells,3000,2,6,bh,0.01,100,recall,0.0
cd8+_tcells,3000,2,6,bh,0.01,100,f1,0.0
cd8+_tcells,3000,2,6,bh,0.05,100,precision,0.0
cd8+_tcells,3000,2,6,bh,0.05,100,recall,0.0
cd8+_tcells,3000,2,6,bh,0.05,100,f1,0.0
cd8+_tcells,3000,2,7,raw,-1.0,100,mae,0.04407901406139407
cd8+_tcells,3000,2,7,raw,0.01,100,precision,0.6784162240463544
cd8+_tcells,3000,2,7,raw,0.01,100,recall,0.6846978557504874
cd8+_tcells,3000,2,7,raw,0.01,100,f1,0.681542566092651
cd8+_tcells,3000,2,7,raw,0.05,100,precision,0.8136086841408525
cd8+_tcells,3000,2,7,raw,0.05,100,recall,0.8218775073549077
cd8+_tcells,3000,2,7,raw,0.05,100,f1,0.8177221926556679
cd8+_tcells,3000,2,7,bh,-1.0,100,mae,0.021975732615951492
cd8+_tcells,3000,2,7,bh,0.01,100,precision,0.0
cd8+_tcells,3000,2,7,bh,0.01,100,recall,0.0
cd8+_tcells,3000,2,7,bh,0.01,100,f1,0.0
cd8+_tcells,3000,2,7,bh,0.05,100,precision,0.0
cd8+_tcells,3000,2,7,bh,0.05,100,recall,0.0
cd8+_tcells,3000,2,7,bh,0.05,100,f1,0.0
cd8+_tcells,3000,2,8,raw,-1.0,100,mae,0.048862689296360826
cd8+_tcells,3000,2,8,raw,0.01,100,precision,0.6890391115403187
cd8+_tcells,3000,2,8,raw,0.01,100,recall,0.653987167736022
cd8+_tcells,3000,2,8,raw,0.01,100,f1,0.6710557253703269
cd8+_tcells,3000,2,8,raw,0.05,100,precision,0.8175800900185333
cd8+_tcells,3000,2,8,raw,0.05,100,recall,0.7974176888315042
cd8+_tcells,3000,2,8,raw,0.05,100,f1,0.8073730309170534
cd8+_tcells,3000,2,8,bh,-1.0,100,mae,0.025298208172769267
cd8+_tcells,3000,2,8,bh,0.01,100,precision,0.0
cd8+_tcells,3000,2,8,bh,0.01,100,recall,0.0
cd8+_tcells,3000,2,8,bh,0.01,100,f1,0.0
cd8+_tcells,3000,2,8,bh,0.05,100,precision,0.0
cd8+_tcells,3000,2,8,bh,0.05,100,recall,0.0
cd8+_tcells,3000,2,8,bh,0.05,100,f1,0.0
cd8+_tcells,3000,2,9,raw,-1.0,100,mae,0.04173354533429996
cd8+_tcells,3000,2,9,raw,0.01,100,precision,0.6760019314340898
cd8+_tcells,3000,2,9,raw,0.01,100,recall,0.6773101112723754
cd8+_tcells,3000,2,9,raw,0.01,100,f1,0.6766553890768487
cd8+_tcells,3000,2,9,raw,0.05,100,precision,0.8333333333333334
cd8+_tcells,3000,2,9,raw,0.05,100,recall,0.8240607409346773
cd8+_tcells,3000,2,9,raw,0.05,100,f1,0.8286710985322188
cd8+_tcells,3000,2,9,bh,-1.0,100,mae,0.02117051073455734
cd8+_tcells,3000,2,9,bh,0.01,100,precision,0.0
cd8+_tcells,3000,2,9,bh,0.01,100,recall,0.0
cd8+_tcells,3000,2,9,bh,0.01,100,f1,0.0
cd8+_tcells,3000,2,9,bh,0.05,100,precision,0.0
cd8+_tcells,3000,2,9,bh,0.05,100,recall,0.0
cd8+_tcells,3000,2,9,bh,0.05,100,f1,0.0
cd8+_tcells,3000,3,4,raw,-1.0,100,mae,0.048909345439579914
cd8+_tcells,3000,3,4,raw,0.01,100,precision,0.6668393782383419
cd8+_tcells,3000,3,4,raw,0.01,100,recall,0.5855323020928116
cd8+_tcells,3000,3,4,raw,0.01,100,f1,0.623546511627907
cd8+_tcells,3000,3,4,raw,0.05,100,precision,0.8127213293380551
cd8+_tcells,3000,3,4,raw,0.05,100,recall,0.775438596491228
cd8+_tcells,3000,3,4,raw,0.05,100,f1,0.7936423488727805
cd8+_tcells,3000,3,4,bh,-1.0,100,mae,0.028149844677257414
cd8+_tcells,3000,3,4,bh,0.01,100,precision,0.0
cd8+_tcells,3000,3,4,bh,0.01,100,recall,0.0
cd8+_tcells,3000,3,4,bh,0.01,100,f1,0.0
cd8+_tcells,3000,3,4,bh,0.05,100,precision,0.0
cd8+_tcells,3000,3,4,bh,0.05,100,recall,0.0
cd8+_tcells,3000,3,4,bh,0.05,100,f1,0.0
cd8+_tcells,3000,3,5,raw,-1.0,100,mae,0.039994902698534784
cd8+_tcells,3000,3,5,raw,0.01,100,precision,0.7642487046632125
cd8+_tcells,3000,3,5,raw,0.01,100,recall,0.7074340527577938
cd8+_tcells,3000,3,5,raw,0.01,100,f1,0.7347447073474471
cd8+_tcells,3000,3,5,raw,0.05,100,precision,0.8578044129664941
cd8+_tcells,3000,3,5,raw,0.05,100,recall,0.8416410530535882
cd8+_tcells,3000,3,5,raw,0.05,100,f1,0.84964586846543
cd8+_tcells,3000,3,5,bh,-1.0,100,mae,0.019590584394442348
cd8+_tcells,3000,3,5,bh,0.01,100,precision,0.0
cd8+_tcells,3000,3,5,bh,0.01,100,recall,0.0
cd8+_tcells,3000,3,5,bh,0.01,100,f1,0.0
cd8+_tcells,3000,3,5,bh,0.05,100,precision,0.0
cd8+_tcells,3000,3,5,bh,0.05,100,recall,0.0
cd8+_tcells,3000,3,5,bh,0.05,100,f1,0.0
cd8+_tcells,3000,3,6,raw,-1.0,100,mae,0.04472213275244109
cd8+_tcells,3000,3,6,raw,0.01,100,precision,0.6808290155440414
cd8+_tcells,3000,3,6,raw,0.01,100,recall,0.6550348953140578
cd8+_tcells,3000,3,6,raw,0.01,100,f1,0.6676829268292683
cd8+_tcells,3000,3,6,raw,0.05,100,precision,0.836692999182784
cd8+_tcells,3000,3,6,raw,0.05,100,recall,0.803847160429207
cd8+_tcells,3000,3,6,raw,0.05,100,f1,0.8199412706887347
cd8+_tcells,3000,3,6,bh,-1.0,100,mae,0.024317455108206112
cd8+_tcells,3000,3,6,bh,0.01,100,precision,0.0
cd8+_tcells,3000,3,6,bh,0.01,100,recall,0.0
cd8+_tcells,3000,3,6,bh,0.01,100,f1,0.0
cd8+_tcells,3000,3,6,bh,0.05,100,precision,0.0
cd8+_tcells,3000,3,6,bh,0.05,100,recall,0.0
cd8+_tcells,3000,3,6,bh,0.05,100,f1,0.0
cd8+_tcells,3000,3,7,raw,-1.0,100,mae,0.04119911593273763
cd8+_tcells,3000,3,7,raw,0.01,100,precision,0.7025906735751295
cd8+_tcells,3000,3,7,raw,0.01,100,recall,0.6608187134502924
cd8+_tcells,3000,3,7,raw,0.01,100,f1,0.6810647915620291
cd8+_tcells,3000,3,7,raw,0.05,100,precision,0.827431217651866
cd8+_tcells,3000,3,7,raw,0.05,100,recall,0.8123829901043059
cd8+_tcells,3000,3,7,raw,0.05,100,f1,0.819838056680162
cd8+_tcells,3000,3,7,bh,-1.0,100,mae,0.02163919443847113
cd8+_tcells,3000,3,7,bh,0.01,100,precision,0.0
cd8+_tcells,3000,3,7,bh,0.01,100,recall,0.0
cd8+_tcells,3000,3,7,bh,0.01,100,f1,0.0
cd8+_tcells,3000,3,7,bh,0.05,100,precision,0.0
cd8+_tcells,3000,3,7,bh,0.05,100,recall,0.0
cd8+_tcells,3000,3,7,bh,0.05,100,f1,0.0
cd8+_tcells,3000,3,8,raw,-1.0,100,mae,0.045533258442331505
cd8+_tcells,3000,3,8,raw,0.01,100,precision,0.6870466321243524
cd8+_tcells,3000,3,8,raw,0.01,100,recall,0.6076993583868011
cd8+_tcells,3000,3,8,raw,0.01,100,f1,0.6449416342412452
cd8+_tcells,3000,3,8,raw,0.05,100,precision,0.8248433669299918
cd8+_tcells,3000,3,8,raw,0.05,100,recall,0.7819238218205293
cd8+_tcells,3000,3,8,raw,0.05,100,f1,0.8028103665407305
cd8+_tcells,3000,3,8,bh,-1.0,100,mae,0.025642058409602795
cd8+_tcells,3000,3,8,bh,0.01,100,precision,0.0
cd8+_tcells,3000,3,8,bh,0.01,100,recall,0.0
cd8+_tcells,3000,3,8,bh,0.01,100,f1,0.0
cd8+_tcells,3000,3,8,bh,0.05,100,precision,0.0
cd8+_tcells,3000,3,8,bh,0.05,100,recall,0.0
cd8+_tcells,3000,3,8,bh,0.05,100,f1,0.0
cd8+_tcells,3000,3,9,raw,-1.0,100,mae,0.0465361523260823
cd8+_tcells,3000,3,9,raw,0.01,100,precision,0.6870466321243524
cd8+_tcells,3000,3,9,raw,0.01,100,recall,0.6415094339622641
cd8+_tcells,3000,3,9,raw,0.01,100,f1,0.663497623217413
cd8+_tcells,3000,3,9,raw,0.05,100,precision,0.8334241351130482
cd8+_tcells,3000,3,9,raw,0.05,100,recall,0.8010210760570755
cd8+_tcells,3000,3,9,raw,0.05,100,f1,0.8169014084507042
cd8+_tcells,3000,3,9,bh,-1.0,100,mae,0.024667417590168425
cd8+_tcells,3000,3,9,bh,0.01,100,precision,0.0
cd8+_tcells,3000,3,9,bh,0.01,100,recall,0.0
cd8+_tcells,3000,3,9,bh,0.01,100,f1,0.0
cd8+_tcells,3000,3,9,bh,0.05,100,precision,0.0
cd8+_tcells,3000,3,9,bh,0.05,100,recall,0.0
cd8+_tcells,3000,3,9,bh,0.05,100,f1,0.0
cd8+_tcells,3000,4,5,raw,-1.0,100,mae,0.045306485798161746
cd8+_tcells,3000,4,5,raw,0.01,100,precision,0.651501364877161
cd8+_tcells,3000,4,5,raw,0.01,100,recall,0.686810551558753
cd8+_tcells,3000,4,5,raw,0.01,100,f1,0.6686901704412794
cd8+_tcells,3000,4,5,raw,0.05,100,precision,0.8019493177387914
cd8+_tcells,3000,4,5,raw,0.05,100,recall,0.8246692503006815
cd8+_tcells,3000,4,5,raw,0.05,100,f1,0.8131506127289498
cd8+_tcells,3000,4,5,bh,-1.0,100,mae,0.02457491623166089
cd8+_tcells,3000,4,5,bh,0.01,100,precision,0.0
cd8+_tcells,3000,4,5,bh,0.01,100,recall,0.0
cd8+_tcells,3000,4,5,bh,0.01,100,f1,0.0
cd8+_tcells,3000,4,5,bh,0.05,100,precision,0.0
cd8+_tcells,3000,4,5,bh,0.05,100,recall,0.0
cd8+_tcells,3000,4,5,bh,0.05,100,f1,0.0
cd8+_tcells,3000,4,6,raw,-1.0,100,mae,0.04892482118578669
cd8+_tcells,3000,4,6,raw,0.01,100,precision,0.6119199272065514
cd8+_tcells,3000,4,6,raw,0.01,100,recall,0.6704885343968096
cd8+_tcells,3000,4,6,raw,0.01,100,f1,0.6398667935299714
cd8+_tcells,3000,4,6,raw,0.05,100,precision,0.7940220922677063
cd8+_tcells,3000,4,6,raw,0.05,100,recall,0.7995289191311175
cd8+_tcells,3000,4,6,raw,0.05,100,f1,0.7967659907413445
cd8+_tcells,3000,4,6,bh,-1.0,100,mae,0.0255400088352445
cd8+_tcells,3000,4,6,bh,0.01,100,precision,0.0
cd8+_tcells,3000,4,6,bh,0.01,100,recall,0.0
cd8+_tcells,3000,4,6,bh,0.01,100,f1,0.0
cd8+_tcells,3000,4,6,bh,0.05,100,precision,0.0
cd8+_tcells,3000,4,6,bh,0.05,100,recall,0.0
cd8+_tcells,3000,4,6,bh,0.05,100,f1,0.0
cd8+_tcells,3000,4,7,raw,-1.0,100,mae,0.04450696691792642
cd8+_tcells,3000,4,7,raw,0.01,100,precision,0.6478616924476797
cd8+_tcells,3000,4,7,raw,0.01,100,recall,0.6939571150097466
cd8+_tcells,3000,4,7,raw,0.01,100,f1,0.6701176470588235
cd8+_tcells,3000,4,7,raw,0.05,100,precision,0.8114359974009097
cd8+_tcells,3000,4,7,raw,0.05,100,recall,0.8349826156726398
cd8+_tcells,3000,4,7,raw,0.05,100,f1,0.8230409279641469
cd8+_tcells,3000,4,7,bh,-1.0,100,mae,0.02350975294469611
cd8+_tcells,3000,4,7,bh,0.01,100,precision,0.0
cd8+_tcells,3000,4,7,bh,0.01,100,recall,0.0
cd8+_tcells,3000,4,7,bh,0.01,100,f1,0.0
cd8+_tcells,3000,4,7,bh,0.05,100,precision,0.0
cd8+_tcells,3000,4,7,bh,0.05,100,recall,0.0
cd8+_tcells,3000,4,7,bh,0.05,100,f1,0.0
cd8+_tcells,3000,4,8,raw,-1.0,100,mae,0.04643735979425014
cd8+_tcells,3000,4,8,raw,0.01,100,precision,0.6706096451319381
cd8+_tcells,3000,4,8,raw,0.01,100,recall,0.6755270394133822
cd8+_tcells,3000,4,8,raw,0.01,100,f1,0.6730593607305936
cd8+_tcells,3000,4,8,raw,0.05,100,precision,0.8185834957764783
cd8+_tcells,3000,4,8,raw,0.05,100,recall,0.8132989025177534
cd8+_tcells,3000,4,8,raw,0.05,100,f1,0.8159326424870467
cd8+_tcells,3000,4,8,bh,-1.0,100,mae,0.02451733736058764
cd8+_tcells,3000,4,8,bh,0.01,100,precision,0.0
cd8+_tcells,3000,4,8,bh,0.01,100,recall,0.0
cd8+_tcells,3000,4,8,bh,0.01,100,f1,0.0
cd8+_tcells,3000,4,8,bh,0.05,100,precision,0.0
cd8+_tcells,3000,4,8,bh,0.05,100,recall,0.0
cd8+_tcells,3000,4,8,bh,0.05,100,f1,0.0
cd8+_tcells,3000,4,9,raw,-1.0,100,mae,0.04903972231771633
cd8+_tcells,3000,4,9,raw,0.01,100,precision,0.6437670609645132
cd8+_tcells,3000,4,9,raw,0.01,100,recall,0.6845670053217223
cd8+_tcells,3000,4,9,raw,0.01,100,f1,0.6635404454865181
cd8+_tcells,3000,4,9,raw,0.05,100,precision,0.8101364522417154
cd8+_tcells,3000,4,9,raw,0.05,100,recall,0.8160754025395994
cd8+_tcells,3000,4,9,raw,0.05,100,f1,0.813095082822486
cd8+_tcells,3000,4,9,bh,-1.0,100,mae,0.024944803265755728
cd8+_tcells,3000,4,9,bh,0.01,100,precision,0.0
cd8+_tcells,3000,4,9,bh,0.01,100,recall,0.0
cd8+_tcells,3000,4,9,bh,0.01,100,f1,0.0
cd8+_tcells,3000,4,9,bh,0.05,100,precision,0.0
cd8+_tcells,3000,4,9,bh,0.05,100,recall,0.0
cd8+_tcells,3000,4,9,bh,0.05,100,f1,0.0
cd8+_tcells,3000,5,6,raw,-1.0,100,mae,0.04439616362714722
cd8+_tcells,3000,5,6,raw,0.01,100,precision,0.6757793764988009
cd8+_tcells,3000,5,6,raw,0.01,100,recall,0.7023928215353938
cd8+_tcells,3000,5,6,raw,0.01,100,f1,0.688829137130286
cd8+_tcells,3000,5,6,raw,0.05,100,precision,0.833489242282507
cd8+_tcells,3000,5,6,raw,0.05,100,recall,0.8161476053389165
cd8+_tcells,3000,5,6,raw,0.05,100,f1,0.8247272727272728
cd8+_tcells,3000,5,6,bh,-1.0,100,mae,0.023386374131700943
cd8+_tcells,3000,5,6,bh,0.01,100,precision,0.0
cd8+_tcells,3000,5,6,bh,0.01,100,recall,0.0
cd8+_tcells,3000,5,6,bh,0.01,100,f1,0.0
cd8+_tcells,3000,5,6,bh,0.05,100,precision,0.0
cd8+_tcells,3000,5,6,bh,0.05,100,recall,0.0
cd8+_tcells,3000,5,6,bh,0.05,100,f1,0.0
cd8+_tcells,3000,5,7,raw,-1.0,100,mae,0.0394630944790446
cd8+_tcells,3000,5,7,raw,0.01,100,precision,0.7059952038369305
cd8+_tcells,3000,5,7,raw,0.01,100,recall,0.7173489278752436
cd8+_tcells,3000,5,7,raw,0.01,100,f1,0.7116267826927726
cd8+_tcells,3000,5,7,raw,0.05,100,precision,0.848991046371776
cd8+_tcells,3000,5,7,raw,0.05,100,recall,0.8495587055362397
cd8+_tcells,3000,5,7,raw,0.05,100,f1,0.8492747810975202
cd8+_tcells,3000,5,7,bh,-1.0,100,mae,0.020252472918731303
cd8+_tcells,3000,5,7,bh,0.01,100,precision,0.0
cd8+_tcells,3000,5,7,bh,0.01,100,recall,0.0
cd8+_tcells,3000,5,7,bh,0.01,100,f1,0.0
cd8+_tcells,3000,5,7,bh,0.05,100,precision,0.0
cd8+_tcells,3000,5,7,bh,0.05,100,recall,0.0
cd8+_tcells,3000,5,7,bh,0.05,100,f1,0.0
cd8+_tcells,3000,5,8,raw,-1.0,100,mae,0.045970609852389654
cd8+_tcells,3000,5,8,raw,0.01,100,precision,0.6935251798561151
cd8+_tcells,3000,5,8,raw,0.01,100,recall,0.6626947754353804
cd8+_tcells,3000,5,8,raw,0.01,100,f1,0.6777595500351535
cd8+_tcells,3000,5,8,raw,0.05,100,precision,0.8229319791527462
cd8+_tcells,3000,5,8,raw,0.05,100,recall,0.795093608779858
cd8+_tcells,3000,5,8,raw,0.05,100,f1,0.8087733123194116
cd8+_tcells,3000,5,8,bh,-1.0,100,mae,0.024567007751732477
cd8+_tcells,3000,5,8,bh,0.01,100,precision,0.0
cd8+_tcells,3000,5,8,bh,0.01,100,recall,0.0
cd8+_tcells,3000,5,8,bh,0.01,100,f1,0.0
cd8+_tcells,3000,5,8,bh,0.05,100,precision,0.0
cd8+_tcells,3000,5,8,bh,0.05,100,recall,0.0
cd8+_tcells,3000,5,8,bh,0.05,100,f1,0.0
cd8+_tcells,3000,5,9,raw,-1.0,100,mae,0.04391920723317706
cd8+_tcells,3000,5,9,raw,0.01,100,precision,0.6623501199040768
cd8+_tcells,3000,5,9,raw,0.01,100,recall,0.6681180454765361
cd8+_tcells,3000,5,9,raw,0.01,100,f1,0.6652215799614644
cd8+_tcells,3000,5,9,raw,0.05,100,precision,0.8242683415742349
cd8+_tcells,3000,5,9,raw,0.05,100,recall,0.8074355282104988
cd8+_tcells,3000,5,9,raw,0.05,100,f1,0.8157651104351277
cd8+_tcells,3000,5,9,bh,-1.0,100,mae,0.0227240518505988
cd8+_tcells,3000,5,9,bh,0.01,100,precision,0.0
cd8+_tcells,3000,5,9,bh,0.01,100,recall,0.0
cd8+_tcells,3000,5,9,bh,0.01,100,f1,0.0
cd8+_tcells,3000,5,9,bh,0.05,100,precision,0.0
cd8+_tcells,3000,5,9,bh,0.05,100,recall,0.0
cd8+_tcells,3000,5,9,bh,0.05,100,f1,0.0
cd8+_tcells,3000,6,7,raw,-1.0,100,mae,0.041665856897947176
cd8+_tcells,3000,6,7,raw,0.01,100,precision,0.652542372881356
cd8+_tcells,3000,6,7,raw,0.01,100,recall,0.6379142300194932
cd8+_tcells,3000,6,7,raw,0.01,100,f1,0.6451453918186298
cd8+_tcells,3000,6,7,raw,0.05,100,precision,0.8021460350693536
cd8+_tcells,3000,6,7,raw,0.05,100,recall,0.8197378978336454
cd8+_tcells,3000,6,7,raw,0.05,100,f1,0.8108465608465608
cd8+_tcells,3000,6,7,bh,-1.0,100,mae,0.02137191277696249
cd8+_tcells,3000,6,7,bh,0.01,100,precision,0.0
cd8+_tcells,3000,6,7,bh,0.01,100,recall,0.0
cd8+_tcells,3000,6,7,bh,0.01,100,f1,0.0
cd8+_tcells,3000,6,7,bh,0.05,100,precision,0.0
cd8+_tcells,3000,6,7,bh,0.05,100,recall,0.0
cd8+_tcells,3000,6,7,bh,0.05,100,f1,0.0
cd8+_tcells,3000,6,8,raw,-1.0,100,mae,0.04741848081116536
cd8+_tcells,3000,6,8,raw,0.01,100,precision,0.6729810568295115
cd8+_tcells,3000,6,8,raw,0.01,100,recall,0.618698441796517
cd8+_tcells,3000,6,8,raw,0.01,100,f1,0.6446991404011462
cd8+_tcells,3000,6,8,raw,0.05,100,precision,0.8173253075111228
cd8+_tcells,3000,6,8,raw,0.05,100,recall,0.8064557779212395
cd8+_tcells,3000,6,8,raw,0.05,100,f1,0.8118541626047963
cd8+_tcells,3000,6,8,bh,-1.0,100,mae,0.02502235280779544
cd8+_tcells,3000,6,8,bh,0.01,100,precision,0.0
cd8+_tcells,3000,6,8,bh,0.01,100,recall,0.0
cd8+_tcells,3000,6,8,bh,0.01,100,f1,0.0
cd8+_tcells,3000,6,8,bh,0.05,100,precision,0.0
cd8+_tcells,3000,6,8,bh,0.05,100,recall,0.0
cd8+_tcells,3000,6,8,bh,0.05,100,f1,0.0
cd8+_tcells,3000,6,9,raw,-1.0,100,mae,0.04872181422495943
cd8+_tcells,3000,6,9,raw,0.01,100,precision,0.6251246261216351
cd8+_tcells,3000,6,9,raw,0.01,100,recall,0.6066763425253991
cd8+_tcells,3000,6,9,raw,0.01,100,f1,0.6157623373434815
cd8+_tcells,3000,6,9,raw,0.05,100,precision,0.800575765506412
cd8+_tcells,3000,6,9,raw,0.05,100,recall,0.800890168870271
cd8+_tcells,3000,6,9,raw,0.05,100,f1,0.8007329363261567
cd8+_tcells,3000,6,9,bh,-1.0,100,mae,0.025281416515696802
cd8+_tcells,3000,6,9,bh,0.01,100,precision,0.0
cd8+_tcells,3000,6,9,bh,0.01,100,recall,0.0
cd8+_tcells,3000,6,9,bh,0.01,100,f1,0.0
cd8+_tcells,3000,6,9,bh,0.05,100,precision,0.0
cd8+_tcells,3000,6,9,bh,0.05,100,recall,0.0
cd8+_tcells,3000,6,9,bh,0.05,100,f1,0.0
cd8+_tcells,3000,7,8,raw,-1.0,100,mae,0.047323736748903535
cd8+_tcells,3000,7,8,raw,0.01,100,precision,0.6661793372319688
cd8+_tcells,3000,7,8,raw,0.01,100,recall,0.6264894592117324
cd8+_tcells,3000,7,8,raw,0.01,100,f1,0.6457250826641474
cd8+_tcells,3000,7,8,raw,0.05,100,precision,0.8151912276009629
cd8+_tcells,3000,7,8,raw,0.05,100,recall,0.787088444157521
cd8+_tcells,3000,7,8,raw,0.05,100,f1,0.8008933850095251
cd8+_tcells,3000,7,8,bh,-1.0,100,mae,0.024625340260201526
cd8+_tcells,3000,7,8,bh,0.01,100,precision,0.0
