dataset,mode,alpha,num_permutations,num_clusters,metric,score,num_sig,num_sig_approx
dc,bh,0.05,5000,10,f1,0.5496932515337424,414,401
dc,raw,-1.0,5000,20,mae,0.045912039016014025,-1,-1
dc,raw,0.01,5000,20,precision,0.7861362741236707,2926,2539
dc,raw,0.01,5000,20,recall,0.6821599453178401,2926,2539
dc,raw,0.01,5000,20,f1,0.7304666056724611,2926,2539
dc,raw,0.05,5000,20,precision,0.8624613481756339,8339,8085
dc,raw,0.05,5000,20,recall,0.8361913898548987,8339,8085
dc,raw,0.05,5000,20,f1,0.849123234291281,8339,8085
dc,bh,-1.0,5000,20,mae,0.02661734464611365,-1,-1
dc,bh,0.01,5000,20,precision,0.0,0,0
dc,bh,0.01,5000,20,recall,0.0,0,0
dc,bh,0.01,5000,20,f1,0.0,0,0
dc,bh,0.05,5000,20,precision,0.0,414,0
dc,bh,0.05,5000,20,recall,0.0,414,0
dc,bh,0.05,5000,20,f1,0.0,414,0
dc,raw,-1.0,5000,30,mae,0.04415062056117282,-1,-1
dc,raw,0.01,5000,30,precision,0.8167215815485996,2926,2428
dc,raw,0.01,5000,30,recall,0.6777170198222829,2926,2428
dc,raw,0.01,5000,30,f1,0.7407545760179305,2926,2428
dc,raw,0.05,5000,30,precision,0.8740573152337858,8339,7956
dc,raw,0.05,5000,30,recall,0.8339129392013431,8339,7956
dc,raw,0.05,5000,30,f1,0.8535133476526542,8339,7956
dc,bh,-1.0,5000,30,mae,0.027048086106205325,-1,-1
dc,bh,0.01,5000,30,precision,0.0,0,0
dc,bh,0.01,5000,30,recall,0.0,0,0
dc,bh,0.01,5000,30,f1,0.0,0,0
dc,bh,0.05,5000,30,precision,0.0,414,0
dc,bh,0.05,5000,30,recall,0.0,414,0
dc,bh,0.05,5000,30,f1,0.0,414,0
dc,raw,-1.0,5000,40,mae,0.0455899882113527,-1,-1
dc,raw,0.01,5000,40,precision,0.7770088427527874,2926,2601
dc,raw,0.01,5000,40,recall,0.6907040328092959,2926,2601
dc,raw,0.01,5000,40,f1,0.7313189795549122,2926,2601
dc,raw,0.05,5000,40,precision,0.8617127209360219,8339,8034
dc,raw,0.05,5000,40,recall,0.830195467082384,8339,8034
dc,raw,0.05,5000,40,f1,0.8456605386917486,8339,8034
dc,bh,-1.0,5000,40,mae,0.026470985144489666,-1,-1
dc,bh,0.01,5000,40,precision,0.0,0,0
dc,bh,0.01,5000,40,recall,0.0,0,0
dc,bh,0.01,5000,40,f1,0.0,0,0
dc,bh,0.05,5000,40,precision,0.543661971830986,414,355
dc,bh,0.05,5000,40,recall,0.46618357487922707,414,355
dc,bh,0.05,5000,40,f1,0.5019505851755527,414,355
dc,raw,-1.0,5000,50,mae,0.04404409871771282,-1,-1
dc,raw,0.01,5000,50,precision,0.7852975495915986,2926,2571
dc,raw,0.01,5000,50,recall,0.6900205058099795,2926,2571
dc,raw,0.01,5000,50,f1,0.7345824995452065,2926,2571
dc,raw,0.05,5000,50,precision,0.8620125786163522,8339,7950
dc,raw,0.05,5000,50,recall,0.8218011752008634,8339,7950
dc,raw,0.05,5000,50,f1,0.8414267296948861,8339,7950
dc,bh,-1.0,5000,50,mae,0.026008082231208283,-1,-1
dc,bh,0.01,5000,50,precision,0.0,0,0
dc,bh,0.01,5000,50,recall,0.0,0,0
dc,bh,0.01,5000,50,f1,0.0,0,0
dc,bh,0.05,5000,50,precision,0.0,414,0
dc,bh,0.05,5000,50,recall,0.0,414,0
dc,bh,0.05,5000,50,f1,0.0,414,0
dc,raw,-1.0,5000,60,mae,0.05122673423722732,-1,-1
dc,raw,0.01,5000,60,precision,0.7854158754272693,2926,2633
dc,raw,0.01,5000,60,recall,0.706766917293233,2926,2633
dc,raw,0.01,5000,60,f1,0.7440187084007915,2926,2633
dc,raw,0.05,5000,60,precision,0.8465608465608465,8339,8127
dc,raw,0.05,5000,60,recall,0.8250389734980214,8339,8127
dc,raw,0.05,5000,60,f1,0.8356613628082109,8339,8127
dc,bh,-1.0,5000,60,mae,0.02855277014238891,-1,-1
dc,bh,0.01,5000,60,precision,0.0,0,0
dc,bh,0.01,5000,60,recall,0.0,0,0
dc,bh,0.01,5000,60,f1,0.0,0,0
dc,bh,0.05,5000,60,precision,0.6225806451612903,414,310
dc,bh,0.05,5000,60,recall,0.46618357487922707,414,310
dc,bh,0.05,5000,60,f1,0.5331491712707183,414,310
dc,raw,-1.0,5000,70,mae,0.045832078371676764,-1,-1
dc,raw,0.01,5000,70,precision,0.7975029262582911,2926,2563
dc,raw,0.01,5000,70,recall,0.6985645933014354,2926,2563
dc,raw,0.01,5000,70,f1,0.7447622517762799,2926,2563
dc,raw,0.05,5000,70,precision,0.8642067337557461,8339,8049
dc,raw,0.05,5000,70,recall,0.8341527761122437,8339,8049
dc,raw,0.05,5000,70,f1,0.848913839394679,8339,8049
dc,bh,-1.0,5000,70,mae,0.02656750396729423,-1,-1
dc,bh,0.01,5000,70,precision,0.0,0,0
dc,bh,0.01,5000,70,recall,0.0,0,0
dc,bh,0.01,5000,70,f1,0.0,0,0
dc,bh,0.05,5000,70,precision,0.0,414,0
dc,bh,0.05,5000,70,recall,0.0,414,0
dc,bh,0.05,5000,70,f1,0.0,414,0
dc,raw,-1.0,5000,80,mae,0.042724621785323866,-1,-1
dc,raw,0.01,5000,80,precision,0.7814166031987814,2926,2626
dc,raw,0.01,5000,80,recall,0.7012987012987013,2926,2626
dc,raw,0.01,5000,80,f1,0.739193083573487,2926,2626
dc,raw,0.05,5000,80,precision,0.8627719080174021,8339,8045
dc,raw,0.05,5000,80,recall,0.8323539992804893,8339,8045
dc,raw,0.05,5000,80,f1,0.8472900390625,8339,8045
dc,bh,-1.0,5000,80,mae,0.025893141201926803,-1,-1
dc,bh,0.01,5000,80,precision,0.0,0,0
dc,bh,0.01,5000,80,recall,0.0,0,0
dc,bh,0.01,5000,80,f1,0.0,0,0
dc,bh,0.05,5000,80,precision,0.0,414,0
dc,bh,0.05,5000,80,recall,0.0,414,0
dc,bh,0.05,5000,80,f1,0.0,414,0
dc,raw,-1.0,5000,90,mae,0.04334399287843705,-1,-1
dc,raw,0.01,5000,90,precision,0.8299758259468171,2926,2482
dc,raw,0.01,5000,90,recall,0.7040328092959672,2926,2482
dc,raw,0.01,5000,90,f1,0.7618343195266272,2926,2482
dc,raw,0.05,5000,90,precision,0.8784928562397268,8339,7909
dc,raw,0.05,5000,90,recall,0.8331934284686413,8339,7909
dc,raw,0.05,5000,90,f1,0.8552437223042836,8339,7909
dc,bh,-1.0,5000,90,mae,0.025637129299374648,-1,-1
dc,bh,0.01,5000,90,precision,0.0,0,0
dc,bh,0.01,5000,90,recall,0.0,0,0
dc,bh,0.01,5000,90,f1,0.0,0,0
dc,bh,0.05,5000,90,precision,0.0,414,0
dc,bh,0.05,5000,90,recall,0.0,414,0
dc,bh,0.05,5000,90,f1,0.0,414,0
dc,raw,-1.0,5000,100,mae,0.0440374061321071,-1,-1
dc,raw,0.01,5000,100,precision,0.7990177559501322,2926,2647
dc,raw,0.01,5000,100,recall,0.7228298017771702,2926,2647
dc,raw,0.01,5000,100,f1,0.7590166876009331,2926,2647
dc,raw,0.05,5000,100,precision,0.8642928286852589,8339,8032
dc,raw,0.05,5000,100,recall,0.8324739177359396,8339,8032
dc,raw,0.05,5000,100,f1,0.8480850284038849,8339,8032
dc,bh,-1.0,5000,100,mae,0.026058928252287103,-1,-1
dc,bh,0.01,5000,100,precision,0.0,0,0
dc,bh,0.01,5000,100,recall,0.0,0,0
dc,bh,0.01,5000,100,f1,0.0,0,0
dc,bh,0.05,5000,100,precision,0.5914634146341463,414,328
dc,bh,0.05,5000,100,recall,0.46859903381642515,414,328
dc,bh,0.05,5000,100,f1,0.522911051212938,414,328
dc,raw,-1.0,7000,1,mae,0.050413997496605696,-1,-1
dc,raw,0.01,7000,1,precision,0.7630505709624796,2860,2452
dc,raw,0.01,7000,1,recall,0.6541958041958041,2860,2452
dc,raw,0.01,7000,1,f1,0.7044427710843374,2860,2452
dc,raw,0.05,7000,1,precision,0.8506590400397911,8154,8042
dc,raw,0.05,7000,1,recall,0.8389747363257297,8154,8042
dc,raw,0.05,7000,1,f1,0.8447764880217338,8154,8042
dc,bh,-1.0,7000,1,mae,0.029030012259785586,-1,-1
dc,bh,0.01,7000,1,precision,0.0,0,0
dc,bh,0.01,7000,1,recall,0.0,0,0
dc,bh,0.01,7000,1,f1,0.0,0,0
dc,bh,0.05,7000,1,precision,0.0,662,0
dc,bh,0.05,7000,1,recall,0.0,662,0
dc,bh,0.05,7000,1,f1,0.0,662,0
dc,raw,-1.0,7000,2,mae,0.044137584115892005,-1,-1
dc,raw,0.01,7000,2,precision,0.7835303709743172,2860,2453
dc,raw,0.01,7000,2,recall,0.672027972027972,2860,2453
dc,raw,0.01,7000,2,f1,0.7235083756822888,2860,2453
dc,raw,0.05,7000,2,precision,0.859179810725552,8154,7925
dc,raw,0.05,7000,2,recall,0.8350502820701496,8154,7925
dc,raw,0.05,7000,2,f1,0.8469432178618074,8154,7925
dc,bh,-1.0,7000,2,mae,0.025927344509393914,-1,-1
dc,bh,0.01,7000,2,precision,0.0,0,0
dc,bh,0.01,7000,2,recall,0.0,0,0
dc,bh,0.01,7000,2,f1,0.0,0,0
dc,bh,0.05,7000,2,precision,0.0,662,0
dc,bh,0.05,7000,2,recall,0.0,662,0
dc,bh,0.05,7000,2,f1,0.0,662,0
dc,raw,-1.0,7000,3,mae,0.04441354875188361,-1,-1
dc,raw,0.01,7000,3,precision,0.7215886747935509,2860,2543
dc,raw,0.01,7000,3,recall,0.6416083916083916,2860,2543
dc,raw,0.01,7000,3,f1,0.6792522672589302,2860,2543
dc,raw,0.05,7000,3,precision,0.8360574541852402,8154,8076
dc,raw,0.05,7000,3,recall,0.8280598479273976,8154,8076
dc,raw,0.05,7000,3,f1,0.8320394331484905,8154,8076
dc,bh,-1.0,7000,3,mae,0.027230695717027575,-1,-1
dc,bh,0.01,7000,3,precision,0.0,0,0
dc,bh,0.01,7000,3,recall,0.0,0,0
dc,bh,0.01,7000,3,f1,0.0,0,0
dc,bh,0.05,7000,3,precision,0.6035242290748899,662,227
dc,bh,0.05,7000,3,recall,0.20694864048338368,662,227
dc,bh,0.05,7000,3,f1,0.30821147356580425,662,227
dc,raw,-1.0,7000,4,mae,0.04234665057726005,-1,-1
dc,raw,0.01,7000,4,precision,0.7532517214996175,2860,2614
dc,raw,0.01,7000,4,recall,0.6884615384615385,2860,2614
dc,raw,0.01,7000,4,f1,0.7194008037997808,2860,2614
dc,raw,0.05,7000,4,precision,0.8531715946424059,8154,7914
dc,raw,0.05,7000,4,recall,0.8280598479273976,8154,7914
dc,raw,0.05,7000,4,f1,0.8404281802340055,8154,7914
dc,bh,-1.0,7000,4,mae,0.025170806132156633,-1,-1
dc,bh,0.01,7000,4,precision,0.0,0,0
dc,bh,0.01,7000,4,recall,0.0,0,0
dc,bh,0.01,7000,4,f1,0.0,0,0
dc,bh,0.05,7000,4,precision,0.6283185840707964,662,226
dc,bh,0.05,7000,4,recall,0.21450151057401812,662,226
dc,bh,0.05,7000,4,f1,0.31981981981981983,662,226
dc,raw,-1.0,7000,5,mae,0.03948283209766074,-1,-1
dc,raw,0.01,7000,5,precision,0.7889408099688473,2860,2568
dc,raw,0.01,7000,5,recall,0.7083916083916084,2860,2568
dc,raw,0.01,7000,5,f1,0.7464996315401621,2860,2568
dc,raw,0.05,7000,5,precision,0.8666750916213826,8154,7913
dc,raw,0.05,7000,5,recall,0.8410596026490066,8154,7913
dc,raw,0.05,7000,5,f1,0.8536752349536316,8154,7913
dc,bh,-1.0,7000,5,mae,0.02340124429018345,-1,-1
dc,bh,0.01,7000,5,precision,0.0,0,0
dc,bh,0.01,7000,5,recall,0.0,0,0
dc,bh,0.01,7000,5,f1,0.0,0,0
dc,bh,0.05,7000,5,precision,0.7224669603524229,662,227
dc,bh,0.05,7000,5,recall,0.24773413897280966,662,227
dc,bh,0.05,7000,5,f1,0.3689538807649044,662,227
dc,raw,-1.0,7000,6,mae,0.04534582044240297,-1,-1
dc,raw,0.01,7000,6,precision,0.7061874768432753,2860,2699
dc,raw,0.01,7000,6,recall,0.6664335664335664,2860,2699
dc,raw,0.01,7000,6,f1,0.6857348443964741,2860,2699
dc,raw,0.05,7000,6,precision,0.839659275961418,8154,7983
dc,raw,0.05,7000,6,recall,0.8220505273485406,8154,7983
dc,raw,0.05,7000,6,f1,0.8307616037677388,8154,7983
dc,bh,-1.0,7000,6,mae,0.027203909156091985,-1,-1
dc,bh,0.01,7000,6,precision,0.0,0,0
dc,bh,0.01,7000,6,recall,0.0,0,0
dc,bh,0.01,7000,6,f1,0.0,0,0
dc,bh,0.05,7000,6,precision,0.5153508771929824,662,456
dc,bh,0.05,7000,6,recall,0.3549848942598187,662,456
dc,bh,0.05,7000,6,f1,0.4203935599284436,662,456
dc,raw,-1.0,7000,7,mae,0.04220905824261447,-1,-1
dc,raw,0.01,7000,7,precision,0.7708253358925143,2860,2605
dc,raw,0.01,7000,7,recall,0.7020979020979021,2860,2605
dc,raw,0.01,7000,7,f1,0.7348581884720952,2860,2605
dc,raw,0.05,7000,7,precision,0.8494020014644862,8154,8194
dc,raw,0.05,7000,7,recall,0.8535688005886681,8154,8194
dc,raw,0.05,7000,7,f1,0.8514803034010276,8154,8194
dc,bh,-1.0,7000,7,mae,0.024858202223303157,-1,-1
dc,bh,0.01,7000,7,precision,0.0,0,0
dc,bh,0.01,7000,7,recall,0.0,0,0
dc,bh,0.01,7000,7,f1,0.0,0,0
dc,bh,0.05,7000,7,precision,0.0,662,0
dc,bh,0.05,7000,7,recall,0.0,662,0
dc,bh,0.05,7000,7,f1,0.0,662,0
dc,raw,-1.0,7000,8,mae,0.04122730911222543,-1,-1
dc,raw,0.01,7000,8,precision,0.779246016323358,2860,2573
dc,raw,0.01,7000,8,recall,0.701048951048951,2860,2573
dc,raw,0.01,7000,8,f1,0.7380820909258237,2860,2573
dc,raw,0.05,7000,8,precision,0.8680958385876418,8154,7930
dc,raw,0.05,7000,8,recall,0.8442482217316655,8154,7930
dc,raw,0.05,7000,8,f1,0.8560059686645113,8154,7930
dc,bh,-1.0,7000,8,mae,0.023745200702796815,-1,-1
dc,bh,0.01,7000,8,precision,0.0,0,0
dc,bh,0.01,7000,8,recall,0.0,0,0
dc,bh,0.01,7000,8,f1,0.0,0,0
dc,bh,0.05,7000,8,precision,0.7125,662,240
dc,bh,0.05,7000,8,recall,0.2583081570996979,662,240
dc,bh,0.05,7000,8,f1,0.37915742793791574,662,240
dc,raw,-1.0,7000,9,mae,0.04019501348313107,-1,-1
dc,raw,0.01,7000,9,precision,0.7593901078467832,2860,2689
dc,raw,0.01,7000,9,recall,0.713986013986014,2860,2689
dc,raw,0.01,7000,9,f1,0.7359884663903407,2860,2689
dc,raw,0.05,7000,9,precision,0.8493385595296423,8154,8164
dc,raw,0.05,7000,9,recall,0.8503801815060094,8154,8164
dc,raw,0.05,7000,9,f1,0.8498590513543326,8154,8164
dc,bh,-1.0,7000,9,mae,0.02373907627273123,-1,-1
dc,bh,0.01,7000,9,precision,0.0,0,0
dc,bh,0.01,7000,9,recall,0.0,0,0
dc,bh,0.01,7000,9,f1,0.0,0,0
dc,bh,0.05,7000,9,precision,0.7854251012145749,662,247
dc,bh,0.05,7000,9,recall,0.2930513595166163,662,247
dc,bh,0.05,7000,9,f1,0.42684268426842686,662,247
dc,raw,-1.0,7000,10,mae,0.0457778075217152,-1,-1
dc,raw,0.01,7000,10,precision,0.7511061946902655,2860,2712
dc,raw,0.01,7000,10,recall,0.7122377622377623,2860,2712
dc,raw,0.01,7000,10,f1,0.7311557788944724,2860,2712
dc,raw,0.05,7000,10,precision,0.8399950653836664,8154,8106
dc,raw,0.05,7000,10,recall,0.8350502820701496,8154,8106
dc,raw,0.05,7000,10,f1,0.8375153751537515,8154,8106
dc,bh,-1.0,7000,10,mae,0.025916527199658205,-1,-1
dc,bh,0.01,7000,10,precision,0.0,0,0
dc,bh,0.01,7000,10,recall,0.0,0,0
dc,bh,0.01,7000,10,f1,0.0,0,0
dc,bh,0.05,7000,10,precision,0.7255639097744361,662,266
dc,bh,0.05,7000,10,recall,0.29154078549848944,662,266
dc,bh,0.05,7000,10,f1,0.41594827586206895,662,266
dc,raw,-1.0,7000,20,mae,0.042138265593364456,-1,-1
dc,raw,0.01,7000,20,precision,0.7513555383423702,2860,2582
dc,raw,0.01,7000,20,recall,0.6783216783216783,2860,2582
dc,raw,0.01,7000,20,f1,0.7129731716280779,2860,2582
dc,raw,0.05,7000,20,precision,0.8556088933804952,8154,7916
dc,raw,0.05,7000,20,recall,0.830635271032622,8154,7916
dc,raw,0.05,7000,20,f1,0.8429371499688861,8154,7916
dc,bh,-1.0,7000,20,mae,0.0256091734877316,-1,-1
dc,bh,0.01,7000,20,precision,0.0,0,0
dc,bh,0.01,7000,20,recall,0.0,0,0
dc,bh,0.01,7000,20,f1,0.0,0,0
dc,bh,0.05,7000,20,precision,0.7479674796747967,662,246
dc,bh,0.05,7000,20,recall,0.27794561933534745,662,246
dc,bh,0.05,7000,20,f1,0.4052863436123348,662,246
dc,raw,-1.0,7000,30,mae,0.04429095040395669,-1,-1
dc,raw,0.01,7000,30,precision,0.7927400468384075,2860,2562
dc,raw,0.01,7000,30,recall,0.7101398601398602,2860,2562
dc,raw,0.01,7000,30,f1,0.749170047952785,2860,2562
dc,raw,0.05,7000,30,precision,0.8556752073276396,8154,8079
dc,raw,0.05,7000,30,recall,0.8478047584007848,8154,8079
dc,raw,0.05,7000,30,f1,0.8517218012690199,8154,8079
dc,bh,-1.0,7000,30,mae,0.025141590168287306,-1,-1
dc,bh,0.01,7000,30,precision,0.0,0,0
dc,bh,0.01,7000,30,recall,0.0,0,0
dc,bh,0.01,7000,30,f1,0.0,0,0
dc,bh,0.05,7000,30,precision,0.839622641509434,662,212
dc,bh,0.05,7000,30,recall,0.2688821752265861,662,212
dc,bh,0.05,7000,30,f1,0.4073226544622426,662,212
dc,raw,-1.0,7000,40,mae,0.04247865703098393,-1,-1
dc,raw,0.01,7000,40,precision,0.7546346782988005,2860,2751
dc,raw,0.01,7000,40,recall,0.7258741258741259,2860,2751
dc,raw,0.01,7000,40,f1,0.7399750490108715,2860,2751
dc,raw,0.05,7000,40,precision,0.8421181063933626,8154,8196
dc,raw,0.05,7000,40,recall,0.8464557272504293,8154,8196
dc,raw,0.05,7000,40,f1,0.8442813455657492,8154,8196
dc,bh,-1.0,7000,40,mae,0.02533555797177803,-1,-1
dc,bh,0.01,7000,40,precision,0.0,0,0
dc,bh,0.01,7000,40,recall,0.0,0,0
dc,bh,0.01,7000,40,f1,0.0,0,0
dc,bh,0.05,7000,40,precision,0.703971119133574,662,277
dc,bh,0.05,7000,40,recall,0.2945619335347432,662,277
dc,bh,0.05,7000,40,f1,0.41533546325878595,662,277
dc,raw,-1.0,7000,50,mae,0.039394315578240566,-1,-1
dc,raw,0.01,7000,50,precision,0.8045933734939759,2860,2656
dc,raw,0.01,7000,50,recall,0.7472027972027973,2860,2656
dc,raw,0.01,7000,50,f1,0.7748368382886149,2860,2656
dc,raw,0.05,7000,50,precision,0.8717790654666502,8154,8111
dc,raw,0.05,7000,50,recall,0.8671817512877116,8154,8111
dc,raw,0.05,7000,50,f1,0.8694743313864125,8154,8111
dc,bh,-1.0,7000,50,mae,0.023016432233313143,-1,-1
dc,bh,0.01,7000,50,precision,0.0,0,0
dc,bh,0.01,7000,50,recall,0.0,0,0
dc,bh,0.01,7000,50,f1,0.0,0,0
dc,bh,0.05,7000,50,precision,0.7824267782426778,662,239
dc,bh,0.05,7000,50,recall,0.2824773413897281,662,239
dc,bh,0.05,7000,50,f1,0.41509433962264153,662,239
dc,raw,-1.0,7000,60,mae,0.0416980772224037,-1,-1
dc,raw,0.01,7000,60,precision,0.7706696595585485,2860,2673
dc,raw,0.01,7000,60,recall,0.7202797202797203,2860,2673
dc,raw,0.01,7000,60,f1,0.7446231700704862,2860,2673
dc,raw,0.05,7000,60,precision,0.8467315031392343,8154,8123
dc,raw,0.05,7000,60,recall,0.8435123865587442,8154,8123
dc,raw,0.05,7000,60,f1,0.8451188794003809,8154,8123
dc,bh,-1.0,7000,60,mae,0.024050268489938856,-1,-1
dc,bh,0.01,7000,60,precision,0.0,0,0
dc,bh,0.01,7000,60,recall,0.0,0,0
dc,bh,0.01,7000,60,f1,0.0,0,0
dc,bh,0.05,7000,60,precision,0.7644628099173554,662,242
dc,bh,0.05,7000,60,recall,0.2794561933534743,662,242
dc,bh,0.05,7000,60,f1,0.4092920353982301,662,242
dc,raw,-1.0,7000,70,mae,0.03772368123196338,-1,-1
dc,raw,0.01,7000,70,precision,0.7830396475770925,2860,2724
dc,raw,0.01,7000,70,recall,0.7458041958041958,2860,2724
dc,raw,0.01,7000,70,f1,0.7639684813753582,2860,2724
dc,raw,0.05,7000,70,precision,0.8613496932515338,8154,8150
dc,raw,0.05,7000,70,recall,0.8609271523178808,8154,8150
dc,raw,0.05,7000,70,f1,0.8611383709519136,8154,8150
dc,bh,-1.0,7000,70,mae,0.021734774279319396,-1,-1
dc,bh,0.01,7000,70,precision,0.0,0,0
dc,bh,0.01,7000,70,recall,0.0,0,0
dc,bh,0.01,7000,70,f1,0.0,0,0
dc,bh,0.05,7000,70,precision,0.7873134328358209,662,268
dc,bh,0.05,7000,70,recall,0.3187311178247734,662,268
dc,bh,0.05,7000,70,f1,0.45376344086021503,662,268
dc,raw,-1.0,7000,80,mae,0.04157892857794285,-1,-1
dc,raw,0.01,7000,80,precision,0.74573055028463,2860,2635
dc,raw,0.01,7000,80,recall,0.6870629370629371,2860,2635
dc,raw,0.01,7000,80,f1,0.7151956323930846,2860,2635
dc,raw,0.05,7000,80,precision,0.843125077630108,8154,8051
dc,raw,0.05,7000,80,recall,0.8324748589649252,8154,8051
dc,raw,0.05,7000,80,f1,0.8377661215674175,8154,8051
dc,bh,-1.0,7000,80,mae,0.02477434592133756,-1,-1
dc,bh,0.01,7000,80,precision,0.0,0,0
dc,bh,0.01,7000,80,recall,0.0,0,0
dc,bh,0.01,7000,80,f1,0.0,0,0
dc,bh,0.05,7000,80,precision,0.6619217081850534,662,281
dc,bh,0.05,7000,80,recall,0.2809667673716012,662,281
dc,bh,0.05,7000,80,f1,0.3944856839872747,662,281
dc,raw,-1.0,7000,90,mae,0.04166947068252532,-1,-1
dc,raw,0.01,7000,90,precision,0.7818181818181819,2860,2695
dc,raw,0.01,7000,90,recall,0.7367132867132867,2860,2695
dc,raw,0.01,7000,90,f1,0.7585958595859585,2860,2695
dc,raw,0.05,7000,90,precision,0.860372174347446,8154,8007
dc,raw,0.05,7000,90,recall,0.8448614177090998,8154,8007
dc,raw,0.05,7000,90,f1,0.852546253325908,8154,8007
dc,bh,-1.0,7000,90,mae,0.0236517558549519,-1,-1
dc,bh,0.01,7000,90,precision,0.0,0,0
dc,bh,0.01,7000,90,recall,0.0,0,0
dc,bh,0.01,7000,90,f1,0.0,0,0
dc,bh,0.05,7000,90,precision,0.6901408450704225,662,426
dc,bh,0.05,7000,90,recall,0.44410876132930516,662,426
dc,bh,0.05,7000,90,f1,0.5404411764705882,662,426
dc,raw,-1.0,7000,100,mae,0.038442725160268074,-1,-1
dc,raw,0.01,7000,100,precision,0.7753036437246964,2860,2470
dc,raw,0.01,7000,100,recall,0.6695804195804196,2860,2470
dc,raw,0.01,7000,100,f1,0.7185741088180112,2860,2470
dc,raw,0.05,7000,100,precision,0.856390977443609,8154,7980
dc,raw,0.05,7000,100,recall,0.8381162619573216,8154,7980
dc,raw,0.05,7000,100,f1,0.8471550762365192,8154,7980
dc,bh,-1.0,7000,100,mae,0.023160411002555926,-1,-1
dc,bh,0.01,7000,100,precision,0.0,0,0
dc,bh,0.01,7000,100,recall,0.0,0,0
dc,bh,0.01,7000,100,f1,0.0,0,0
dc,bh,0.05,7000,100,precision,0.0,662,0
dc,bh,0.05,7000,100,recall,0.0,662,0
dc,bh,0.05,7000,100,f1,0.0,662,0
dc,raw,-1.0,10000,1,mae,0.04978441967536631,-1,-1
dc,raw,0.01,10000,1,precision,0.7362376237623762,2330,2525
dc,raw,0.01,10000,1,recall,0.7978540772532189,2330,2525
dc,raw,0.01,10000,1,f1,0.7658084449021627,2330,2525
dc,raw,0.05,10000,1,precision,0.8319753086419753,7810,8100
dc,raw,0.05,10000,1,recall,0.8628681177976952,7810,8100
dc,raw,0.05,10000,1,f1,0.8471401634192331,7810,8100
dc,bh,-1.0,10000,1,mae,0.02575122293932581,-1,-1
dc,bh,0.01,10000,1,precision,0.0,0,0
dc,bh,0.01,10000,1,recall,0.0,0,0
dc,bh,0.01,10000,1,f1,0.0,0,0
dc,bh,0.05,10000,1,precision,0.0,182,0
dc,bh,0.05,10000,1,recall,0.0,182,0
dc,bh,0.05,10000,1,f1,0.0,182,0
dc,raw,-1.0,10000,2,mae,0.048391876334174806,-1,-1
dc,raw,0.01,10000,2,precision,0.6794240242516104,2330,2639
dc,raw,0.01,10000,2,recall,0.7695278969957081,2330,2639
dc,raw,0.01,10000,2,f1,0.7216743811632119,2330,2639
dc,raw,0.05,10000,2,precision,0.8297213622291022,7810,8075
dc,raw,0.05,10000,2,recall,0.8578745198463509,7810,8075
dc,raw,0.05,10000,2,f1,0.8435631098520617,7810,8075
dc,bh,-1.0,10000,2,mae,0.026005801489568096,-1,-1
dc,bh,0.01,10000,2,precision,0.0,0,0
dc,bh,0.01,10000,2,recall,0.0,0,0
dc,bh,0.01,10000,2,f1,0.0,0,0
dc,bh,0.05,10000,2,precision,0.4873417721518987,182,158
dc,bh,0.05,10000,2,recall,0.4230769230769231,182,158
dc,bh,0.05,10000,2,f1,0.45294117647058824,182,158
dc,raw,-1.0,10000,3,mae,0.044302410384343606,-1,-1
dc,raw,0.01,10000,3,precision,0.6916179337231969,2330,2565
dc,raw,0.01,10000,3,recall,0.76137339055794,2330,2565
dc,raw,0.01,10000,3,f1,0.7248212461695608,2330,2565
dc,raw,0.05,10000,3,precision,0.8311542771759433,7810,8031
dc,raw,0.05,10000,3,recall,0.854673495518566,7810,8031
dc,raw,0.05,10000,3,f1,0.8427498263998485,7810,8031
dc,bh,-1.0,10000,3,mae,0.023970356077765705,-1,-1
dc,bh,0.01,10000,3,precision,0.0,0,0
dc,bh,0.01,10000,3,recall,0.0,0,0
dc,bh,0.01,10000,3,f1,0.0,0,0
dc,bh,0.05,10000,3,precision,0.4523809523809524,182,210
dc,bh,0.05,10000,3,recall,0.521978021978022,182,210
dc,bh,0.05,10000,3,f1,0.4846938775510204,182,210
dc,raw,-1.0,10000,4,mae,0.047060322017622336,-1,-1
dc,raw,0.01,10000,4,precision,0.6904109589041096,2330,2555
dc,raw,0.01,10000,4,recall,0.7570815450643776,2330,2555
dc,raw,0.01,10000,4,f1,0.7222108495394064,2330,2555
dc,raw,0.05,10000,4,precision,0.8248021760633036,7810,8088
dc,raw,0.05,10000,4,recall,0.8541613316261204,7810,8088
dc,raw,0.05,10000,4,f1,0.8392250597559442,7810,8088
dc,bh,-1.0,10000,4,mae,0.025367690248684453,-1,-1
dc,bh,0.01,10000,4,precision,0.0,0,0
dc,bh,0.01,10000,4,recall,0.0,0,0
dc,bh,0.01,10000,4,f1,0.0,0,0
dc,bh,0.05,10000,4,precision,0.5126582278481012,182,158
dc,bh,0.05,10000,4,recall,0.44505494505494503,182,158
dc,bh,0.05,10000,4,f1,0.4764705882352941,182,158
dc,raw,-1.0,10000,5,mae,0.04130463765316103,-1,-1
dc,raw,0.01,10000,5,precision,0.6946564885496184,2330,2620
dc,raw,0.01,10000,5,recall,0.7811158798283262,2330,2620
dc,raw,0.01,10000,5,f1,0.7353535353535353,2330,2620
